Cluster number;Age of head of household;Has a computer;Has air conditioner;Has animal-drawn cart;Has bank account;Has bicycle;Has boat with a motor;Has car/truck;Has electricity;Has mobile telephone;Has mosquito bed net for sleeping;Has motorcycle/scooter;Has radio;Has refrigerator;Has television;Main floor material;Main roof material;Main wall material;Number of de facto members;Number of household members;Number of mosquito bed nets;Number of rooms used for sleeping;Owns cattle;Owns chickens/poultry;Owns cows/ bulls;Owns goats;Owns horses/ donkeys/ mules;Owns land usable for agriculture;Sex of head of household;Source of drinking water;Type of cooking fuel;Type of place of residence;Type of toilet facility;Wealth index for urban/rural;Has solar panel;Has a generator;Has plows;Has a tractor;Has a tiller;Motorized seed drill;Age of household head;Are there ways to avoid getting malaria;Births in last five years;Daughters who have died;Education in single years;Educational attainment;Frequency of listening to radio;Frequency of reading newspaper or magazine;Frequency of using internet last month;Frequency of watching television;Highest educational level;Literacy;Owns a mobile telephone;Respondent slept under mosquito bed net;Sex of household head;Sons who have died;Time to get to water source;Total children ever born;Use of internet;Component1;Social Vulnerability;Social Vulnerability  Unweighted;geometry
129;47.57692308;0.153846154;0.076923077;0;0.5;0.230769231;0;0.038461538;0.884615385;1;0.961538462;0.576923077;0.884615385;0.230769231;0.769230769;2.384615385;2.538461538;2.615384615;7.461538462;10.26923077;3.730769231;4.730769231;0;2.115384615;0.076923077;0.307692308;0.038461538;0.307692308;1.153846154;1.730769231;7.230769231;1;1.961538462;2.461538462;0.115384615;0.038461538;0.115384615;0.038461538;0.038461538;0;49.95555556;0.866666667;0.555555556;0.244444444;5.666666667;1.844444444;1.022222222;0.111111111;1.333333333;1.533333333;1.244444444;0.844444444;0.822222222;0.688888889;1.2;0.133333333;5.4;2.444444444;0.666666667;-4.052949137;-1.436781678;-5.451967014;POINT (-4.088256201 14.5417378)
130;48.92307692;0.153846154;0;0;0.5;0.038461538;0;0.076923077;0.961538462;1;1;0.653846154;0.769230769;0.192307692;0.807692308;2.192307692;2.423076923;2.615384615;4.884615385;5.153846154;2.538461538;2.653846154;0.115384615;0.884615385;0.038461538;0;0;0.384615385;1.230769231;1.538461538;7.730769231;1;1.961538462;2.115384615;0.038461538;0.038461538;0.153846154;0;0.038461538;0;54;0.967741935;0.419354839;0;6.548387097;2.129032258;1.129032258;0.161290323;1.161290323;1.806451613;1.387096774;1;0.838709677;0.806451613;1.419354839;0.096774194;5.322580645;2.064516129;0.483870968;-4.204414801;-1.437890365;-5.185904968;POINT (-3.607728899 14.35737958)
131;48.38461538;0;0;0.307692308;0.269230769;0.192307692;0;0;0;0.730769231;1;0.692307692;0.846153846;0;0.153846154;1.307692308;1.153846154;1.038461538;7.076923077;7.115384615;2.692307692;3.115384615;0.115384615;1.038461538;0.346153846;2.153846154;0.192307692;0.961538462;1;2.115384615;8;2;2.653846154;2.461538462;0.576923077;0;0.115384615;0.038461538;0.038461538;0;48.10714286;0.964285714;1.035714286;0.178571429;1.464285714;0.464285714;1;0;0;0.214285714;0.25;0.107142857;0.464285714;0.964285714;1;0.178571429;13.46428571;4.321428571;0;-0.435807843;-0.284795354;-1.656963446;POINT (-3.55249212 14.28820586)
132;47.5;0;0;0.038461538;0.230769231;0.115384615;0;0;0;0.730769231;1;0.192307692;0.769230769;0;0;1;1;1.307692308;6.923076923;7.038461538;2.230769231;3.346153846;0;0.846153846;0.038461538;1.653846154;0.115384615;1;1;2;8;2;2.769230769;1.961538462;0.230769231;0;0;0;0;0;45.08;0.92;1.04;0.08;0.84;0.24;0.96;0;0;0.24;0.2;0;0.4;0.96;1;0.08;16.32;3.36;0;-0.230658674;-0.170607105;-1.273346853;POINT (-3.463918814 14.49161993)
133;46.03846154;0;0;0.230769231;0.115384615;0.269230769;0;0;0.038461538;0.884615385;1;0.769230769;0.807692308;0;0.192307692;1.153846154;1;1.846153846;6.807692308;6.923076923;2.038461538;3.615384615;0.230769231;0.5;1.115384615;1.961538462;0.230769231;0.961538462;1.076923077;2.230769231;8;2;2.615384615;2.230769231;0.384615385;0;0.038461538;0;0;0;45.21212121;0.848484848;0.878787879;0.060606061;1.333333333;0.484848485;0.787878788;0.060606061;0;0.242424242;0.333333333;0.060606061;0.363636364;0.787878788;1.060606061;0.090909091;14.57575758;3.242424242;0;-0.476444013;-0.27277974;-1.568783922;POINT (-3.412913417 14.74388412)
135;48.73076923;0;0;0.615384615;0.192307692;0.192307692;0;0;0.192307692;0.730769231;0.846153846;0.692307692;0.692307692;0;0.230769231;1.384615385;1.461538462;1.076923077;6.5;6.538461538;2.153846154;2.884615385;0.346153846;2.423076923;0.115384615;0.653846154;1;0.884615385;1;2;7.923076923;2;2.615384615;2.192307692;0.461538462;0;0.615384615;0;0;0;48.77419355;0.741935484;0.870967742;0.290322581;2.419354839;0.870967742;1.290322581;0.032258065;0.35483871;0.612903226;0.580645161;0.290322581;0.483870968;0.677419355;1;0.322580645;12.77419355;4.096774194;0.129032258;-1.331935082;-0.459173376;-1.210357798;POINT (-3.519413284 14.07595348)
137;50.07692308;0;0;0.769230769;0;0.115384615;0;0;0;0.653846154;0.884615385;0.461538462;0.576923077;0;0;1;1;1;6.269230769;6.269230769;1.923076923;3.076923077;0.346153846;1.230769231;0.115384615;1.884615385;1.076923077;0.961538462;1;2;8;2;2.961538462;1.230769231;0.384615385;0;0.769230769;0;0;0;50.60714286;0.642857143;0.678571429;0;0.678571429;0.25;0.857142857;0.035714286;0.107142857;0.25;0.178571429;0.107142857;0.357142857;0.714285714;1;0.107142857;9.892857143;5.071428571;0.035714286;-0.349976374;-0.100869714;0.243036484;POINT (-3.627156232 14.10120239)
139;66.76923077;0;0;0.769230769;0.115384615;0.807692308;0;0;0;0.846153846;1;0.730769231;0.576923077;0;0.461538462;1.692307692;1.076923077;2.730769231;17.03846154;17.11538462;5.653846154;5.807692308;4.730769231;14.07692308;5.846153846;6.730769231;1.346153846;1;1.076923077;2;8;2;2;2.5;0.884615385;0;0.884615385;0;0;0;69.93506494;0.948051948;1.090909091;0.350649351;0.519480519;0.181818182;0.337662338;0;0.077922078;0.688311688;0.142857143;0.051948052;0.246753247;0.558441558;1.012987013;0.467532468;15.49350649;4.220779221;0.025974026;-0.246668906;-0.211455175;-0.631363823;POINT (-4.460376766 13.72449374)
140;53.57692308;0;0;0.769230769;0.076923077;0.346153846;0;0;0;0.884615385;0.923076923;0.5;0.692307692;0;0.269230769;1;1.269230769;2.346153846;8.269230769;8.346153846;3.807692308;2.692307692;5.884615385;20.84615385;5.846153846;5.153846154;0.653846154;0.961538462;1.192307692;2.076923077;8;2;2.115384615;2.153846154;0.769230769;0;0.884615385;0;0;0.115384615;57.2972973;0.837837838;1.054054054;0.756756757;0.621621622;0.189189189;0.810810811;0.054054054;0.216216216;1.054054054;0.135135135;0.081081081;0.486486486;0.891891892;1.054054054;0.918918919;14.56756757;5.297297297;0.081081081;-0.375564768;-0.153898687;0.149356601;POINT (-4.779716051 13.86964252)
141;55.65384615;0;0;0.730769231;0.038461538;0.615384615;0;0.038461538;0;0.846153846;1;0.5;0.576923077;0;0.230769231;1.230769231;1.269230769;2.423076923;12.76923077;12.88461538;5.538461538;5.153846154;2.961538462;13.69230769;7.961538462;5.807692308;1.307692308;0.961538462;1.076923077;2;8;2;2;1.923076923;0.846153846;0;0.807692308;0;0;0.038461538;58.37931034;0.913793103;1.068965517;0.482758621;1.5;0.465517241;0.379310345;0.034482759;0.310344828;0.75862069;0.344827586;0.189655172;0.293103448;0.74137931;1.120689655;0.620689655;20.13793103;4.172413793;0.155172414;-0.796415377;-0.363577358;-0.88754068;POINT (-4.371738166 13.90049081)
142;52.23076923;0;0;0.730769231;0;0.076923077;0;0;0;0.961538462;0.961538462;0.038461538;0.576923077;0;0.038461538;1.346153846;1.269230769;1.192307692;11.53846154;11.57692308;4.076923077;3.615384615;0.846153846;2.076923077;1.423076923;2.5;1.192307692;0.846153846;1;2.346153846;8.230769231;1;2.692307692;1;0.423076923;0;0.576923077;0;0;0;53.3559322;0.779661017;0.93220339;0.254237288;0.338983051;0.118644068;0.644067797;0;0;0.13559322;0.101694915;0.050847458;0.186440678;0.711864407;1;0.542372881;12.45762712;3.423728814;0;-0.140270254;-0.105447458;-0.128324688;POINT (-2.944112723 15.02183805)
149;48.46153846;0;0;0.576923077;0.192307692;0.230769231;0;0;0;0.730769231;0.923076923;0.576923077;0.653846154;0;0.153846154;1.076923077;1.076923077;1.269230769;6.961538462;7;2.384615385;3.269230769;0.307692308;1.807692308;0.307692308;1.730769231;0.538461538;1;1;2.384615385;8;2;3;1.730769231;0.538461538;0;0.5;0;0;0;48.48484848;0.727272727;0.939393939;0.090909091;0.363636364;0.121212121;1.060606061;0;0;0.333333333;0.090909091;0.03030303;0.242424242;0.909090909;1;0.151515152;11.75757576;4.575757576;0;-0.125442338;-0.041200555;0.282521727;POINT (-3.28847158 14.27804423)
151;49.07692308;0;0.038461538;0.846153846;0;0.153846154;0;0;0;0.884615385;0.923076923;0.384615385;0.269230769;0;0.192307692;1.423076923;1;2.769230769;9.384615385;9.423076923;3.230769231;2.846153846;3.038461538;4.769230769;3.461538462;5.730769231;1.538461538;0.846153846;1.076923077;2;7.961538462;2;2.307692308;2;0.461538462;0.038461538;0.615384615;0;0;0;49.44680851;0.85106383;0.914893617;0.680851064;0.212765957;0.106382979;0.170212766;0;0.021276596;0.276595745;0.106382979;0;0.191489362;0.680851064;1.021276596;0.553191489;13.63829787;4.042553191;0.021276596;-0.125075617;-0.08965291;-0.143136465;POINT (-4.994850788 14.60380841)
152;50.15384615;0;0;0.538461538;0;0.230769231;0.115384615;0;0.038461538;0.923076923;1;0.423076923;0.230769231;0;0.076923077;1.384615385;1;2.769230769;8.846153846;8.846153846;3.807692308;3.538461538;7.5;11;10.46153846;5;2.153846154;0.961538462;1;2;8.115384615;2;2.038461538;1.884615385;0.615384615;0;0.615384615;0;0;0;51.25531915;0.893617021;0.872340426;0.531914894;0.276595745;0.127659574;0.042553191;0;0.021276596;0;0.106382979;0.042553191;0.340425532;0.787234043;1;0.489361702;18.19148936;4.170212766;0.021276596;-0.198864429;-0.18151815;-1.135344646;POINT (-4.767824269 14.66105149)
154;44.42307692;0;0;0.269230769;0.115384615;0.076923077;0.076923077;0;0;0.923076923;1;0.576923077;0.615384615;0.038461538;0.538461538;1.538461538;1.115384615;2.653846154;10.30769231;10.42307692;4.423076923;3.230769231;3.923076923;5.115384615;12.57692308;5.961538462;0.576923077;0.961538462;1.076923077;2.115384615;8;2;2;2.884615385;0.730769231;0;0.384615385;0;0.038461538;0;45.11320755;0.905660377;1.113207547;0.339622642;0.528301887;0.169811321;0.943396226;0;0.113207547;1.075471698;0.132075472;0.075471698;0.528301887;0.811320755;1.150943396;0.622641509;11.69811321;3.962264151;0.056603774;-0.295702417;-0.213824143;-1.216214452;POINT (-4.232994108 15.39927205)
155;46.80952381;0;0;0.238095238;0;0;0;0;0;0.80952381;1;0.238095238;0.523809524;0;0.047619048;1.095238095;1.904761905;1;5.619047619;6.19047619;2.523809524;2.238095238;0.380952381;0.857142857;0.428571429;0.476190476;0.333333333;0.714285714;1.19047619;1.952380952;7.80952381;2;2;3.095238095;0.666666667;0;0.047619048;0;0;0;46.1;0.933333333;0.933333333;0.166666667;2.066666667;0.633333333;0.8;0;0.1;0.233333333;0.5;0.2;0.6;0.9;1.1;0.266666667;7.833333333;3.6;0.033333333;-0.77552605;-0.279028343;-0.833679513;POINT (-2.989130732 16.66889128)
158;48.39130435;0.130434783;0.130434783;0.043478261;0.391304348;0.173913043;0;0.086956522;0.913043478;0.913043478;0.739130435;0.695652174;0.608695652;0.47826087;0.826086957;1.782608696;1.173913043;1.695652174;6.695652174;6.913043478;1.956521739;3.043478261;0;2.043478261;0;0.086956522;0;0.173913043;1.347826087;1.217391304;7.260869565;1;2.043478261;1.913043478;0;0;0;0;0;0;50.625;0.9;0.575;0.025;6.825;2.2;0.55;0.05;1.875;1.75;1.425;0.975;0.825;0.45;1.525;0.075;0;2.4;0.7;-4.675449752;-1.560631964;-5.513754415;POINT (-3.007895474 16.77556081)
159;45.57692308;0.230769231;0.230769231;0;0.615384615;0.115384615;0;0.076923077;0.961538462;0.961538462;0.846153846;0.615384615;0.807692308;0.5;0.961538462;1.923076923;1.576923077;1.692307692;4.307692308;4.538461538;1.961538462;2.115384615;0;2.461538462;0;0;0;0.230769231;1.115384615;1.115384615;7.038461538;1;1.730769231;2.5;0.038461538;0;0;0;0;0;43.92;1;0.6;0.12;8.4;2.6;0.88;0;1.8;1.92;1.72;1.2;0.76;0.64;1.12;0.16;0.4;1.52;0.72;-5.232117188;-1.829254083;-6.820013213;POINT (-3.007553312 16.77483174)
160;47.76;0;0.08;0.04;0.44;0.04;0;0.04;0.68;1;0.88;0.28;0.76;0.16;0.44;1.52;2.2;1.4;6.52;7.08;2.32;2.16;0;2.08;0;2.16;0.16;0.2;1.08;1.36;7.76;1;2.08;1.56;0.04;0;0;0;0.04;0;48.17241379;0.689655172;0.620689655;0.206896552;5.206896552;1.620689655;0.931034483;0.034482759;0.75862069;1.310344828;1.103448276;0.862068966;0.551724138;0.862068966;1.137931034;0.206896552;0.172413793;3.448275862;0.413793103;-3.250484896;-1.03726937;-3.562795401;POINT (-3.001700891 16.75710364)
161;52.46153846;0;0;0;0;0;0;0;0.076923077;0.730769231;0.961538462;0.153846154;0.423076923;0;0.115384615;1;1.461538462;1;6.461538462;6.730769231;2.423076923;2.461538462;0.115384615;0.307692308;0.923076923;1.846153846;0.192307692;0.884615385;1.230769231;2.961538462;7.961538462;2;2.192307692;2.230769231;0.346153846;0.076923077;0;0;0;0;54.65714286;0.857142857;0.942857143;0.457142857;0.771428571;0.2;1.342857143;0.028571429;0;0.6;0.171428571;0.085714286;0.428571429;0.714285714;1.2;0.428571429;19.28571429;3.828571429;0;-0.325554793;-0.096142817;0.211580102;POINT (-3.321659007 16.40214247)
162;49;0.12;0;0.24;0.2;0.04;0;0;0.6;1;0.96;0.6;0.76;0.28;0.56;1.4;1.08;1.36;8.2;9.04;3.52;2.92;0.16;1.24;0.4;1.48;0.2;0.52;1;1.52;7.76;1;2;1.36;0.04;0;0;0;0;0;51.30434783;0.869565217;1;0.173913043;4;1.260869565;1.086956522;0.086956522;0.934782609;1.086956522;0.826086957;0.695652174;0.652173913;0.847826087;1;0.304347826;1.739130435;3.369565217;0.347826087;-2.74509793;-0.989778701;-3.81676146;POINT (-3.392610796 16.26658611)
163;47.69565217;0;0;0.043478261;0;0;0;0;0;0.739130435;1;0.086956522;0.260869565;0;0;1.043478261;1.347826087;1;6.782608696;6.913043478;2.695652174;2.043478261;0.043478261;1.043478261;1.260869565;5.652173913;0.347826087;0.652173913;1.304347826;2;8;2;2.913043478;2.086956522;0.130434783;0;0;0;0;0;47.72413793;0.75862069;0.793103448;0.24137931;0.137931034;0.034482759;0.586206897;0;0;0;0.034482759;0.034482759;0.068965517;0.827586207;1.172413793;0.275862069;16.20689655;3.482758621;0;-0.058490755;0.009964954;-0.260378406;POINT (-3.230426256 16.51850582)
165;51.20833333;0;0;0.125;0;0;0;0;0.125;0.791666667;0.875;0.291666667;0.375;0;0.041666667;1;1.166666667;1;7.333333333;8.208333333;2.041666667;2.458333333;0.083333333;1.5;0.083333333;1.458333333;0.916666667;0.791666667;1.125;2;8;2;2.416666667;2.083333333;0.5;0;0;0;0;0;50.3902439;0.780487805;0.829268293;0.463414634;0.317073171;0.073170732;0.707317073;0;0.048780488;0.146341463;0.073170732;0.024390244;0.414634146;0.682926829;1.12195122;0.658536585;15.24390244;3.56097561;0.024390244;-0.254891391;-0.091909907;-0.20983732;POINT (-3.759134244 16.49053625)
166;53.96;0.04;0;0.08;0.08;0.04;0;0.04;0.56;0.8;0.92;0.28;0.64;0.08;0.36;1.08;1.16;1.16;6;6.48;2.48;2.36;0.04;1.68;0.16;0.12;0.24;0.44;1.2;1.72;7.64;1;2;1.16;0.04;0;0;0;0;0;49.15384615;0.923076923;0.961538462;0.384615385;2.269230769;0.692307692;0.846153846;0;0.230769231;0.923076923;0.5;0.346153846;0.423076923;0.884615385;1.076923077;0.269230769;10.19230769;4.192307692;0.076923077;-1.515897207;-0.554686147;-2.104742841;POINT (-3.678870737 16.42820494)
167;51.38461538;0;0;0.423076923;0;0;0;0;0;0.884615385;0.923076923;0.423076923;0.461538462;0;0.038461538;1;2.076923077;1;7.461538462;7.807692308;3.307692308;3.115384615;0.384615385;2.230769231;0.5;3.923076923;0.884615385;0.923076923;1.076923077;2;8;2;2.923076923;1.846153846;0.730769231;0;0;0;0;0;50.46666667;0.911111111;0.755555556;0.2;0.377777778;0.111111111;1.066666667;0;0;0.222222222;0.088888889;0.066666667;0.422222222;0.866666667;1.066666667;0.266666667;12;2.533333333;0.111111111;-0.250327451;-0.149139741;-0.619747619;POINT (-3.402144261 16.46119687)
168;47.30769231;0;0;0.269230769;0;0;0;0;0;0.846153846;0.576923077;0.076923077;0.423076923;0;0.038461538;1;1.307692308;1;8.5;8.846153846;1.923076923;2.538461538;0.423076923;2.807692308;0.076923077;4.461538462;1.269230769;0.769230769;1.038461538;2.076923077;8;2;2.923076923;1.730769231;0.384615385;0;0;0;0;0;48.63461538;0.788461538;0.788461538;0.5;0;0;0.365384615;0;0;0;0;0;0.096153846;0.5;1.076923077;0.730769231;11.92307692;4.307692308;0;0;-0.025311448;-0.266029567;POINT (-3.821085621 16.7549463)
169;45.88;0;0;0.04;0;0;0;0;0;0.76;0.88;0.4;0.12;0.04;0;1;1;1;5.44;5.44;1.96;1.72;2.44;0;3.72;5.8;0.2;0;1.28;1.96;7.76;2;3;2.28;0.28;0;0;0;0;0;44;0.923076923;0.846153846;0.038461538;0.153846154;0.076923077;0;0;0.307692308;0;0.076923077;0.076923077;0.307692308;0.769230769;1.269230769;0.153846154;12.30769231;3.384615385;0.115384615;-0.341717682;-0.135929067;-0.896229705;POINT (-4.935069707 15.89640649)
170;47.45833333;0;0;0.416666667;0;0;0;0;0;0.791666667;1;0.208333333;0.416666667;0;0.041666667;1;2;1;6.958333333;7.125;2.958333333;2.833333333;0;1.5;0.916666667;1.833333333;1.166666667;0.666666667;1.041666667;2.041666667;8;2;2.916666667;2.041666667;0.5;0;0;0;0;0;45.02564103;0.897435897;0.692307692;0.384615385;0.051282051;0.025641026;0.564102564;0;0;0.102564103;0.025641026;0;0.205128205;0.897435897;1.025641026;0.615384615;19.35897436;3.333333333;0;-0.023379471;-0.030139644;0.229716381;POINT (-3.88405393 16.17237978)
171;48.07692308;0;0;0.307692308;0;0;0;0;0;0.961538462;1;0.5;0.269230769;0;0.076923077;1;1.153846154;1;7.346153846;7.615384615;3.307692308;2.923076923;0.230769231;0.961538462;1.576923077;2.153846154;0.961538462;0.653846154;1.038461538;2.461538462;7.961538462;2;2.230769231;2.038461538;0.769230769;0;0;0;0;0;48.3902439;0.926829268;1.097560976;0.146341463;0.487804878;0.146341463;0.756097561;0;0.146341463;0.024390244;0.097560976;0.146341463;0.609756098;1;1.024390244;0.268292683;18.04878049;3.048780488;0.073170732;-0.341510957;-0.177013152;-0.442529944;POINT (-3.700351741 16.16318056)
172;48.83333333;0.041666667;0;0.208333333;0.083333333;0.125;0;0;0;0.958333333;0.833333333;0.333333333;0.583333333;0;0.166666667;1.166666667;1.458333333;1.083333333;6.125;7.125;2.166666667;2.291666667;0.375;1.208333333;0.375;2.583333333;0.541666667;0.208333333;1.166666667;2.208333333;7.875;2;2.125;3.041666667;0.5;0.041666667;0;0;0;0;50.32142857;0.821428571;1;0.142857143;3.607142857;1.214285714;0.678571429;0;0.464285714;0.5;0.821428571;0.535714286;0.607142857;0.857142857;1.142857143;0.357142857;8.392857143;3.285714286;0.178571429;-1.698173719;-0.551106202;-1.289702382;POINT (-1.932524729 16.8750997)
173;51.30434783;0;0;0.434782609;0;0.043478261;0;0.043478261;0;0.869565217;0.826086957;0.52173913;0.304347826;0.043478261;0.173913043;1;1.47826087;1.173913043;7.434782609;7.739130435;2.304347826;2.304347826;0.130434783;1.608695652;0.565217391;1.391304348;0.565217391;0.695652174;1.043478261;1.695652174;7.565217391;2;2.217391304;3.565217391;0.52173913;0;0.043478261;0;0;0;50.32352941;0.911764706;0.852941176;0.294117647;1.5;0.441176471;0.352941176;0;0.441176471;0.264705882;0.294117647;0.235294118;0.470588235;0.705882353;1.029411765;0.264705882;5.705882353;4.205882353;0.176470588;-0.86337296;-0.363572995;-1.515059101;POINT (-2.794932255 15.85050436)
175;45.41666667;0;0;0;0.041666667;0;0;0;0;0.875;0.875;0.291666667;0.125;0;0.166666667;1;1.791666667;1;7.708333333;8.083333333;2.5;2.583333333;0.25;0.916666667;0.291666667;2.083333333;0.166666667;0.875;1.083333333;2.833333333;8.625;2;2.25;2.083333333;0.583333333;0;0.041666667;0;0;0;46.97058824;0.823529412;0.705882353;0.5;0.441176471;0.117647059;0.205882353;0;0.058823529;0.411764706;0.088235294;0;0.382352941;0.794117647;1.029411765;0.205882353;13.23529412;3.470588235;0.029411765;-0.160834738;-0.113278333;-0.349756612;POINT (-2.2765787 16.79705536)
176;53.84;0;0;0.28;0;0;0;0;0;0.92;1;0.32;0.64;0;0.2;1;1.24;1;8.88;9.16;4.04;3.08;0.8;4.28;1.52;4.8;0.88;0.8;1;2;7.96;2;2.36;2.28;0.56;0.04;0.04;0;0;0;56.06666667;0.933333333;1.222222222;0.377777778;0.155555556;0.066666667;1.555555556;0;0.088888889;0.377777778;0.044444444;0.022222222;0.533333333;1;1;0.333333333;15.88888889;3.533333333;0.044444444;-0.141395139;-0.104207445;-0.303151445;POINT (-4.161968865 15.92980927)
179;51.11538462;0.038461538;0;0.461538462;0;0.038461538;0;0;0.076923077;0.923076923;0.884615385;0.384615385;0.5;0;0.307692308;1.153846154;1.230769231;1.115384615;8.230769231;8.384615385;3.153846154;3.038461538;0;2.615384615;1.115384615;3.423076923;0.730769231;0.5;1.115384615;1.5;7.5;2;2.038461538;3.730769231;0.5;0;0;0;0;0;50.425;0.825;0.9;0.1;1.85;0.575;0.75;0.2;1.1;0.8;0.425;0.3;0.6;0.65;1.075;0.15;6.875;2.975;0.425;-1.584500365;-0.553838952;-2.135572041;POINT (-4.936576381 15.71805324)
182;50.26923077;0;0;0.076923077;0;0;0;0;0.038461538;0.846153846;0.961538462;0.269230769;0.461538462;0;0.076923077;1;1.153846154;1;7.115384615;7.115384615;3.038461538;2.384615385;1.5;0.384615385;1.538461538;4.269230769;0.384615385;0.807692308;1.038461538;2;7.961538462;2;2.923076923;2.076923077;0.269230769;0;0;0;0;0;49.77142857;0.942857143;1.342857143;0;0;0;0.714285714;0;0.114285714;0.114285714;0;0;0.457142857;0.885714286;1.028571429;0.085714286;13;4.285714286;0.114285714;-0.186960387;-0.121328657;-0.859540582;POINT (-4.209790913 15.88083994)
183;49.4;0;0;0.24;0.08;0;0;0;0.08;0.88;0.88;0.24;0.84;0;0.08;1;1.12;1;5.92;6.12;2.16;2.48;0.24;4.08;3.6;4.84;0.8;0.8;1.16;2.32;8.24;2;2.4;2.2;0.28;0;0.28;0.08;0;0;49.40540541;1;0.567567568;0.081081081;2.945945946;0.972972973;1.486486486;0;0.675675676;0.297297297;0.675675676;0.378378378;0.594594595;0.783783784;1.054054054;0.297297297;9.324324324;3.216216216;0.378378378;-1.753292006;-0.630184449;-1.988445892;POINT (-0.074904486 16.5371511)
184;47.5;0;0;0.538461538;0.038461538;0;0.115384615;0;0.076923077;0.846153846;0.846153846;0.192307692;0.846153846;0;0.038461538;1;1.576923077;1;7.076923077;7.076923077;2.461538462;2.423076923;0.346153846;4.5;4.038461538;3.5;0.653846154;0.653846154;1.076923077;2;8.769230769;2;2.692307692;2.192307692;0.576923077;0.153846154;0.423076923;0.038461538;0.076923077;0;47.05128205;0.923076923;0.769230769;0.256410256;3.230769231;1.128205128;1.538461538;0.102564103;0.948717949;0.564102564;0.743589744;0.564102564;0.58974359;0.871794872;1.102564103;0.128205128;19.23076923;3.230769231;0.461538462;-2.144853824;-0.790016333;-3.116574479;POINT (-0.083714798 16.31943816)
185;51.96153846;0.076923077;0.038461538;0.230769231;0.384615385;0;0.076923077;0.153846154;0.653846154;0.846153846;1;0.423076923;0.730769231;0.307692308;0.423076923;1.538461538;1.769230769;1.653846154;6.5;6.769230769;3;2.846153846;0;2.269230769;0.615384615;1.038461538;0.076923077;0.730769231;1.346153846;1.615384615;7.423076923;2;2;4.769230769;0.076923077;0;0.115384615;0.153846154;0.038461538;0;51.2972973;0.945945946;0.783783784;0.027027027;5.324324324;1.702702703;1.243243243;0.27027027;1.378378378;1.486486486;1.162162162;1;0.675675676;0.972972973;1.297297297;0.081081081;3.243243243;2.297297297;0.675675676;-3.850456057;-1.390462645;-5.404782446;POINT (0.000554823 16.20377823)
186;51.28;0;0;0.28;0;0.08;0;0;0.04;0.72;0.44;0.16;0;0;0;1;1.64;1;4.88;5.32;0.72;1.6;0.16;0.92;4.32;5.6;0.92;0.12;1.04;2.08;8.28;2;2.68;2.24;0.44;0.04;0.04;0;0;0;48.41935484;0.806451613;0.548387097;0.193548387;1;0.322580645;0;0;0.548387097;0.032258065;0.258064516;0.064516129;0.387096774;0.35483871;1.032258065;0.258064516;17.58064516;3.161290323;0.225806452;-0.790189559;-0.346326391;-1.48926598;POINT (0.182000321 16.47421404)
187;47.65384615;0;0;0.384615385;0;0;0;0;0;0.692307692;1;0.115384615;0.884615385;0;0;1.038461538;1.653846154;1.115384615;6.653846154;6.769230769;2.653846154;2.307692308;0;3.884615385;3.307692308;2.653846154;0.769230769;0.884615385;1.115384615;2.230769231;7.923076923;2;2.115384615;2.538461538;0.153846154;0;0.307692308;0.076923077;0;0;48.65;1;0.875;0.1;2.825;0.925;1.275;0.25;0.5;0.075;0.65;0.375;0.525;0.9;1.125;0.2;17.625;2.925;0.325;-1.524264875;-0.561832234;-1.821643577;POINT (0.139194597 16.00210351)
188;49.04;0;0;0.36;0;0;0.12;0;0;0.6;0.96;0;0.64;0;0;1.04;1.56;1.08;5.32;5.44;2.08;2.16;0.28;4.56;2.48;3.32;0.32;0.92;1.32;2.36;8.6;2;2.24;2.08;0.16;0;0.48;0.04;0.2;0;46.73333333;0.933333333;0.9;0.1;1.833333333;0.633333333;1.166666667;0.066666667;0.733333333;0;0.466666667;0.3;0.533333333;0.9;1.266666667;0.133333333;8;3.133333333;0.4;-1.385792636;-0.554128182;-2.572031293;POINT (0.057792941 16.03090185)
189;49.23809524;0;0;0.285714286;0.047619048;0.047619048;0;0;0.047619048;0.523809524;0.571428571;0.142857143;0.238095238;0;0;1;1.523809524;1;5.095238095;5.476190476;1.095238095;1.714285714;0.095238095;1.523809524;5.857142857;6.80952381;1.142857143;0.095238095;1.142857143;2.142857143;8.095238095;2;2.666666667;2.095238095;0.333333333;0;0.047619048;0;0;0;47.875;0.833333333;0.458333333;0.166666667;0.708333333;0.208333333;0.375;0;0.208333333;0;0.166666667;0.041666667;0.333333333;0.541666667;1.208333333;0.208333333;15;3.666666667;0.416666667;-0.737657199;-0.33496985;-2.019534451;POINT (-0.070706375 16.21867601)
190;47.34615385;0.076923077;0;0;0.269230769;0.076923077;0;0.153846154;0.307692308;0.923076923;1;0.346153846;0.576923077;0.115384615;0.307692308;2.076923077;2.115384615;2.269230769;6.153846154;6.230769231;2.692307692;2.769230769;0;0.653846154;1.192307692;1.807692308;0.192307692;0.038461538;1.192307692;1.846153846;7.269230769;1;1.923076923;1.423076923;0.192307692;0.038461538;0;0;0;0;48.73684211;0.973684211;0.842105263;0;3.789473684;1.210526316;1.105263158;0.263157895;1.157894737;0.921052632;0.789473684;0.684210526;0.710526316;0.921052632;1.157894737;0.210526316;11.05263158;2.552631579;0.605263158;-2.74133482;-1.000538812;-3.973750718;POINT (-0.020810124 16.29420269)
